date, value
2011/3/2,4034.3201
2011/3/3,4060.76
2011/3/4,4020.21
2011/3/7,3990.4099
2011/3/8,4015.9099
2011/3/9,3993.8101
2011/3/10,3963.99
2011/3/11,3928.6799
2011/3/14,3878.04
2011/3/15,3780.8501
2011/3/16,3696.5601
2011/3/17,3786.21
2011/3/18,3810.22
2011/3/21,3904.45
2011/3/22,3892.71
2011/3/23,3913.73
2011/3/24,3968.8401
2011/3/25,3972.3799
2011/3/28,3976.95
2011/3/29,3987.8
2011/3/30,4024.4399
2011/3/31,3989.1799
2011/4/1,4054.76
2011/4/4,4042.9199
2011/4/5,4041.74
2011/4/6,4048.1599
2011/4/7,4028.3
2011/4/8,4061.9099
2011/4/11,4038.7
2011/4/12,3976.6001
2011/4/13,4006.23
2011/4/14,3970.3899
2011/4/15,3974.48
2011/4/18,3881.24
2011/4/19,3908.5801
2011/4/20,4004.6201
2011/4/21,4021.8799
2011/4/26,4045.29
2011/4/27,4067.72
2011/4/28,4104.8999
2011/4/29,4106.9199
2011/5/2,4108.77
2011/5/3,4096.8398
2011/5/4,4043.1299
2011/5/5,4004.8701
2011/5/6,4058.01
2011/5/9,4007.26
2011/5/10,4052.51
2011/5/11,4058.0801
2011/5/12,4023.29
2011/5/13,4018.8501
2011/5/16,3989.8201
2011/5/17,3941.5801
2011/5/18,3978
2011/5/19,4027.74
2011/5/20,3990.8501
2011/5/23,3906.98
2011/5/24,3916.8799
2011/5/25,3928.99
2011/5/26,3917.22
2011/5/27,3950.98
2011/5/30,3942.53
2011/5/31,4006.9399
2011/6/1,3964.8101
2011/6/2,3889.8701
2011/6/3,3890.6799
2011/6/6,3863.3999
2011/6/7,3871.9199
2011/6/8,3837.98
2011/6/9,3878.6499
2011/6/10,3805.0901
2011/6/13,3807.6101
2011/6/14,3864.5801
2011/6/15,3806.8501
2011/6/16,3792.3101
2011/6/17,3823.74
2011/6/20,3799.6599
2011/6/21,3877.0701
2011/6/22,3871.3701
2011/6/23,3787.79
2011/6/24,3784.8
2011/6/27,3796.55
2011/6/28,3851.8899
2011/6/29,3924.23
2011/6/30,3982.21
2011/7/1,4007.3501
2011/7/4,4003.1101
2011/7/5,3978.8301
2011/7/6,3961.3401
2011/7/7,3979.96
2011/7/8,3913.55
2011/7/11,3807.51
2011/7/12,3774.1201
2011/7/13,3793.27
2011/7/14,3751.23
2011/7/15,3726.5901
2011/7/18,3650.71
2011/7/19,3694.95
2011/7/20,3754.6001
2011/7/21,3816.75
2011/7/22,3842.7
2011/7/25,3812.97
2011/7/26,3787.8799
2011/7/27,3734.0701
2011/7/28,3712.6599
2011/7/29,3672.77
2011/8/1,3588.05
2011/8/2,3522.79
2011/8/3,3454.9399
2011/8/4,3320.3501
2011/8/5,3278.5601
2011/8/8,3125.1899
2011/8/9,3176.1899
2011/8/10,3002.99
2011/8/11,3089.6599
2011/8/12,3213.8799
2011/8/15,3239.0601
2011/8/16,3230.8999
2011/8/17,3254.3401
2011/8/18,3076.04
2011/8/19,3016.99
2011/8/22,3051.3601
2011/8/23,3084.3701
2011/8/24,3139.55
2011/8/25,3119
2011/8/26,3087.6399
2011/8/29,3154.2
2011/8/30,3159.74
2011/8/31,3256.76
2011/9/1,3265.8301
2011/9/2,3148.53
2011/9/5,2999.54
2011/9/6,2965.6399
2011/9/7,3073.1799
2011/9/8,3085.8301
2011/9/9,2974.5901
2011/9/12,2854.8101
2011/9/13,2894.9299
2011/9/14,2949.1399
2011/9/15,3045.6201
2011/9/16,3031.0801
2011/9/19,2940
2011/9/20,2984.05
2011/9/21,2935.8201
2011/9/22,2781.6799
2011/9/23,2810.1101
2011/9/26,2859.3401
2011/9/27,3023.3799
2011/9/28,2995.6201
2011/9/29,3027.6499
2011/9/30,2981.96
2011/10/3,2926.8301
2011/10/4,2850.55
2011/10/5,2973.8999
2011/10/6,3075.3701
2011/10/7,3095.5601
2011/10/10,3161.47
2011/10/11,3153.52
2011/10/12,3229.76
2011/10/13,3186.9399
2011/10/14,3217.8899
2011/10/17,3166.0601
2011/10/18,3141.1001
2011/10/19,3157.3401
2011/10/20,3084.0701
2011/10/21,3171.3401
2011/10/24,3220.46
2011/10/25,3174.29
2011/10/26,3169.6201
2011/10/27,3368.6201
2011/10/28,3348.6299
2011/10/31,3242.8401
2011/11/1,3068.3301
2011/11/2,3110.5901
2011/11/3,3195.47
2011/11/4,3123.55
2011/11/7,3103.6001
2011/11/8,3143.3
2011/11/9,3075.1599
2011/11/10,3064.8401
2011/11/11,3149.3799
2011/11/14,3108.95
2011/11/15,3049.1299
2011/11/16,3064.8999
2011/11/17,3010.29
2011/11/18,2997.01
2011/11/21,2894.9399
2011/11/22,2870.6799
2011/11/23,2822.4299
2011/11/24,2822.25
2011/11/25,2856.97
2011/11/28,3012.9299
2011/11/29,3026.76
2011/11/30,3154.6201
2011/12/1,3129.95
2011/12/2,3164.95
2011/12/5,3201.28
2011/12/6,3179.6299
2011/12/7,3175.98
2011/12/8,3095.49
2011/12/9,3172.3501
2011/12/12,3089.5901
2011/12/13,3078.72
2011/12/14,2976.1699
2011/12/15,2998.73
2011/12/16,2972.3
2011/12/19,2974.2
2011/12/20,3055.3899
2011/12/21,3030.47
2011/12/22,3071.8
2011/12/23,3102.0901
2011/12/27,3103.1101
2011/12/28,3071.0801
2011/12/29,3127.5601
2011/12/30,3159.8101
2012/1/2,3222.3
2012/1/3,3245.3999
2012/1/4,3193.6499
2012/1/5,3144.9099
2012/1/6,3137.3601
2012/1/9,3127.6899
2012/1/10,3210.79
2012/1/11,3204.8301
2012/1/12,3199.98
2012/1/13,3196.49
2012/1/16,3225
2012/1/17,3269.99
2012/1/18,3264.9299
2012/1/19,3328.9399
2012/1/20,3321.5
2012/1/23,3338.4199
2012/1/24,3322.6499
2012/1/25,3312.48
2012/1/26,3363.23
2012/1/27,3318.76
2012/1/30,3265.6399
2012/1/31,3298.55
2012/2/1,3367.46
2012/2/2,3376.6599
2012/2/3,3427.9199
2012/2/6,3405.27
2012/2/7,3411.54
2012/2/8,3410
2012/2/9,3424.71
2012/2/10,3373.1399
2012/2/13,3384.55
2012/2/14,3375.6399
2012/2/15,3390.3501
2012/2/16,3393.25
2012/2/17,3439.6201
2012/2/20,3472.54
2012/2/21,3465.24
2012/2/22,3447.3701
2012/2/23,3447.3101
2012/2/24,3467.03
2012/2/27,3441.45
2012/2/28,3453.99
2012/2/29,3452.45
2012/3/1,3499.73
2012/3/2,3501.1699
2012/3/5,3487.54
2012/3/6,3362.5601
2012/3/7,3392.3301
2012/3/8,3478.3601
2012/3/9,3487.48
2012/3/12,3490.0601
2012/3/13,3550.1599
2012/3/14,3564.51
2012/3/15,3580.21
2012/3/16,3594.8301
2012/3/19,3577.8799
2012/3/20,3530.8301
2012/3/21,3527.3701
2012/3/22,3472.46
2012/3/23,3476.1799
2012/3/26,3501.98
2012/3/27,3469.5901
2012/3/28,3430.1499
2012/3/29,3381.1201
2012/3/30,3423.8101
2012/4/2,3462.9099
2012/4/3,3406.78
2012/4/4,3313.47
2012/4/5,3319.8101
2012/4/10,3217.6001
2012/4/11,3237.6899
2012/4/12,3269.79
2012/4/13,3189.0901
2012/4/16,3205.28
2012/4/17,3292.51
2012/4/18,3240.29
2012/4/19,3174.02
2012/4/20,3188.5801
2012/4/23,3098.3701
2012/4/24,3169.3201
2012/4/25,3233.46
2012/4/26,3229.3201
2012/4/27,3266.27
2012/4/30,3212.8
2012/5/2,3226.3301
2012/5/3,3223.3601
2012/5/4,3161.97
2012/5/7,3214.22
2012/5/8,3124.8
2012/5/9,3118.6499
2012/5/10,3130.1699
2012/5/11,3129.77
